ASM,contrast,correlation,energy,Label
0.8578830897456347,274.01618528996823,0.9694469814000143,0.9262194162194801,1
0.8256768961819548,341.85643142725684,0.9689109179563328,0.9086670311492482,1
0.8792699016926003,198.3141253107301,0.974089418457185,0.9376937214140065,1
0.8926289212613014,205.69831512905512,0.9696515156984855,0.9447901989037474,1
0.7520935184238454,484.4931441818086,0.9690228168123266,0.8672318147258589,1
0.8038209097111759,444.3819673811991,0.9639204405493217,0.8965595095467956,1
0.9005511336620917,180.04800029767105,0.9713643970883082,0.948973570222423,1
0.8109470452454591,363.182500721918,0.9695640537781626,0.9005252671195408,1
0.8984433082205066,199.09543049944568,0.9689194890977818,0.9478623021835779,1
0.8430307464762943,297.54605954989034,0.9699802545641264,0.9181665890724243,1
0.830581266919142,379.4427203287698,0.9643409521422978,0.9113615370911127,1
0.8717458195472807,228.07606722546709,0.9718888956263108,0.9336730240238642,1
0.9073161386110723,166.62836804784334,0.9715674233714694,0.9525313074967149,1
0.9018411781996424,161.9511916612071,0.9739661427941887,0.9496530697422819,1
0.8370152283031572,278.38587445412026,0.9730305517614534,0.9148849305756562,1
0.8200555986412309,319.28548110852086,0.9719547876128992,0.9055686269572958,1
0.5776805745656689,1349.9539477351402,0.9483631734610491,0.7600372509376533,1
0.8559773598334918,281.99425964848155,0.968960071079988,0.9251900276475903,1
0.8152680655447146,328.583203796988,0.9718818745992159,0.9029213650514164,1
0.5303273768943545,1620.5033974380062,0.9440557284337427,0.7282096493684644,1
0.5275835721343108,1628.3712972168112,0.9441137799773444,0.7263230453807178,1
0.5133340048751004,1748.0555557168234,0.9416373006660521,0.7164417224618737,1
0.5233197706986515,1721.3335648715451,0.9413063891925522,0.7233787847030555,1
0.532411615549617,1601.1050454559786,0.9445016086065934,0.7296400249999666,1
0.5225626256135192,1657.2308589846411,0.9437020832027682,0.7228571702932364,1
0.5162940651520015,1795.5489733132147,0.9395732666606957,0.7185033921481239,1
0.5194106246794676,1821.8215533612376,0.9382168376050238,0.7206681792852995,1
0.542920380361282,1565.1708205406082,0.9444981498645661,0.7368077043394496,1
0.5215292108199151,1699.8535935406298,0.9423058910696891,0.7221410005093171,1
0.5426419182052161,1533.468309017346,0.9457144353985023,0.7366197732036676,1
0.5488600378804281,1517.7484642399857,0.9455198736765607,0.7408290272671919,1
0.5215126368112929,1601.9796439757151,0.9457999900413889,0.7221321932521377,1
0.5206438741926831,1596.4123402571734,0.9461020559719043,0.72153034149494,1
0.4716688651857396,2048.922620678367,0.9367206549882242,0.6867364454837923,0
0.47211968936290116,1886.730289865515,0.9419488034132227,0.687069217745199,0
0.47204556740168185,1929.1677756568413,0.9405795191357936,0.6870137734606628,0
0.4703795821057275,2058.820632824191,0.9365616673786027,0.6857953248211024,0
0.4702935165242925,2005.4289903280392,0.938311727670736,0.6857350901305197,0
0.4697559970490669,2041.4334303150567,0.9372069943803437,0.6853417399917737,0
0.47163779634019576,1955.08520679484,0.9397853053865914,0.6867164590698619,0
0.4728512413111459,1891.8277741212976,0.941697617326917,0.6876027214401036,0
0.4721309693097331,1886.8151148843087,0.9419443570300177,0.6870785810434242,0
0.47960506169917,1921.7323883172148,0.9399109732577638,0.692495868049642,0
0.47164015002080767,1997.3522860320002,0.938408727187635,0.6867162882933503,0
0.4718677402278294,1991.0862595668436,0.9385850492286998,0.6868817578323089,0
0.4705208534196402,1994.826673182188,0.9386286392110229,0.6859010490593039,0
0.47173175246734006,1911.8128070736866,0.9411802397382,0.6867861031064556,0
0.8631511548621075,226.47138971245946,0.9738894747071233,0.929059021236784,1
0.8801788161551263,253.7747158114013,0.9663384918309835,0.9381781525678828,1
0.8799720510974647,234.3531047567408,0.9690447755790822,0.9380680126023719,1
0.8936408842737686,157.55397933531424,0.9766891817718595,0.9453256889191586,1
0.8322969286908718,247.03776810057923,0.9768254131020221,0.912302753690671,1
0.8226924316095285,358.3874915168344,0.9679239381646159,0.9070232639313994,1
0.9042972268801438,199.0736713075767,0.9669547852948096,0.9509452655192242,1
0.8527260466755492,267.8002166360558,0.9712358079374017,0.9234313130367382,1
0.896096986499397,242.73523712493062,0.9627385576334038,0.9466237325041209,1
0.8856741517998397,221.93943608822957,0.969229825631295,0.9411023985248649,1
0.8492713662281521,263.2181203817547,0.9724078024305424,0.9215588465769542,1
0.8062057917144847,374.92365099856653,0.9693436565275805,0.8978888528526009,1
0.916384672375268,172.72270525626237,0.9671930037827203,0.9572796998646902,1
0.8282353305240442,258.84810533020465,0.9762787656379042,0.9100739836464279,1
0.8217248909745808,245.4139819549014,0.9783741290598755,0.9064900965204007,1
0.8588461604440631,213.34968746637807,0.9762063936191103,0.926739291048263,1
0.4973495876327822,1706.887569742561,0.9449901814766594,0.7051999277535324,0
0.47046527854798764,2034.230373148412,0.9373527475489968,0.6858588311165844,0
0.4698278660068697,2062.9926893788797,0.9364958854006278,0.685392711330599,0
0.4727236018522447,2021.732259829018,0.9374772093675229,0.6875040445460158,0
0.469022210396007,2139.0505155626292,0.9341177865301182,0.6848016799372239,0
0.46717757552078953,2230.717996915077,0.9313689906722344,0.6834494584208244,0
0.4746837922776082,2180.5516896378367,0.9319870923665825,0.688923960588683,0
0.47306905309138114,1918.5725720497956,0.9408016487358689,0.6877607272673624,0
0.49922461155593467,1758.0011581222354,0.9430305682015988,0.7065269516463847,0
0.5014923171709007,1634.8822086835899,0.9469656247176,0.7081343237914997,0
0.5007077434561988,1716.0001995771624,0.944288595246009,0.7075772306729562,0
0.5012707050982438,1647.5864049087272,0.9465582203394334,0.7079771271590495,0
0.4866488900179006,1779.1536722539458,0.9437986191064006,0.6975683675200351,0
0.48592747651750307,1896.3441542746264,0.9399775087022191,0.697047174386951,0
0.4720482391231082,1890.864213221182,0.9418226774440694,0.6870181103245384,0
0.4726777475167931,1866.288552880685,0.9425472621008669,0.6874766236633667,0
0.47272542828554187,1845.525994981494,0.9432149541911078,0.6875119241296006,0
0.4785524330304933,1884.1636033323218,0.9412749429308217,0.691738428559848,0
0.47772812399746034,1730.5091818169078,0.9463951548035605,0.6911451969376129,0
0.47620443478052044,1769.70591116852,0.9452864707579479,0.6900405636719265,0
0.4738832917351745,1873.6888100003066,0.942167518903565,0.6883526907954789,0
0.48671087025861853,1666.4531913007336,0.9475272534983298,0.6976173206254288,0
0.4860151799515508,1629.0501699134734,0.9488344284803581,0.6971200437571033,0
0.4760289004972591,1828.0182992511789,0.943407775928107,0.6899118291678517,0
0.4753202099879391,1773.3703423778018,0.9452647230926455,0.6893998003566317,0
0.4723771785246175,1857.0971749429739,0.942879597593864,0.6872583995713376,0
0.4756942136720554,1818.1099836051953,0.9437686918255426,0.6896694857335707,0
0.47661123960264573,1853.5859114301081,0.9425060007200301,0.690333309218228,0
0.47378295888503164,1788.706725679354,0.944936803764983,0.6882828936512925,0
0.4707554366784003,1969.8402233261806,0.93941230838041,0.6860729690669459,0
0.48601981616600415,954.0331328323066,0.9706301606552302,0.6971410873971686,0
0.4910730928801046,900.6706447325195,0.972034452517143,0.7007571655293237,0
0.47636424378094844,1992.5871363661272,0.9379759511785503,0.6901494557245108,0
0.4747642741027853,2002.6723267724963,0.9378450948242271,0.6889892689752881,0
0.4714088790140121,1948.6985708339673,0.9400204074255714,0.6865501454956626,0
0.47299519670593637,1904.3192849775123,0.9412748163519173,0.6877062357289839,0
0.47147067855559716,2011.7174486722963,0.9379607304986025,0.6865934041307704,0
0.4691670710568344,2080.6057511073245,0.9360059325537261,0.6849101834834581,0
0.46918213720056734,2084.8023622761166,0.93586699102188,0.6849217108092398,0
0.4702739795289844,2014.1065833772325,0.9380318532409755,0.6857204073754829,0
0.46939731668142376,2088.3171166590714,0.9357252929793991,0.6850772712626014,0
0.46406536956592476,2814.9015997985657,0.9125040811559249,0.6811448602137621,0
0.4686064142395248,2330.7984017847702,0.9278784173516924,0.6844915861673725,0
0.47125515553688074,2289.6959788153017,0.9288545359010102,0.6864254402246494,0
0.4707554366784003,1969.8402233261806,0.93941230838041,0.6860729690669459,0
0.7976272149140703,282.3806804604931,0.978093202155972,0.8930978592449451,2
0.46039038151296435,5804.013315701862,0.8056671699795727,0.6782615640684728,2
0.500514898103619,1485.2477358691312,0.9521362580269486,0.7074482439900444,2
0.5625035947451262,1704.988390237994,0.936398928215421,0.7499744817298328,2
0.4724738717059038,2045.2523715390082,0.9367381569867996,0.6873180972401859,2
0.7059531067563157,3092.613941987307,0.8088771413746562,0.8401649269667913,2
0.7804629277577632,978.0789985511161,0.9265572436979624,0.8834325054523792,2
0.5826178246202306,3091.4720664036618,0.8724307912900194,0.763220404807703,2
0.5862854247403321,983.3150483900966,0.9621258251405803,0.7656724009156527,2
0.5142814751678491,1045.9675636665052,0.9657945998545984,0.7171172162109936,2
0.6229371864777214,2011.5572284319633,0.9109691840751127,0.7892307454951712,2
0.47427475931410634,1860.7938035731293,0.9425395427788829,0.6886410696489413,2
0.4449938007978893,3838.199256613421,0.8819130229599734,0.6669467950933875,2
0.464952453584407,2410.1598302932434,0.9258028814656262,0.6818122676269063,2
0.9658276557696676,428.20053168570917,0.7607635141952395,0.9827641453045195,2
0.47334250601577504,1877.842259497222,0.9421028324275419,0.6879586422062131,2
0.7789451102490532,171.85759252374478,0.9878624973278765,0.8825785234536371,2
0.7563472418358779,349.560090719141,0.9774660683003016,0.8696789989250866,2
0.7720290613147904,321.48517920414776,0.9778573876265936,0.8786491506324303,2
0.4555475124589347,3157.1274373278598,0.902627508274667,0.6748333296442163,2
0.6026820755389296,1647.9056276794192,0.9319743422129648,0.7763090740421367,2
0.5239569998933673,3243.3035527203233,0.8837563399607818,0.7237589581311195,2
0.5109586895924288,1938.1129105645061,0.9352093881588971,0.714779180617969,2
0.9835721613481961,281.3691752542859,0.6435877346050666,0.9917517301165505,2
0.9978092578282821,62.0439123161942,0.23368016035689085,0.998903998552875,2
0.7400253270794348,1230.9378788694191,0.9216876125985952,0.860236311984394,2
0.5766746943544879,3713.3527545120487,0.8457290922598112,0.7592949329228406,2
0.5515662954047617,5429.283793850265,0.7760613981912804,0.7424771834022925,2
0.6894544720360732,2856.0097460446923,0.8367937744470627,0.8302814936409363,2
0.4679483046562984,3015.3119910587975,0.9050345803400844,0.6839265509507917,2
0.633755120764373,2374.5789656847355,0.8898522821201658,0.7960419646230537,2
0.5841944264167972,1513.6075152427056,0.940779444804115,0.7643097841519785,2
0.41129840616589197,7183.452503592765,0.7754235356834295,0.6409112676648051,2
0.45203703316691035,3310.291402133993,0.8981732634290479,0.6722385127742697,2
0.5128024593457813,1254.0338414269852,0.9588272656338642,0.7160855929590723,2
